/media/trung/nvme0n1p4//dataset_ASR/tts/tts_lines_part_06_line_00000.wav
tts_lines_part_06_line_00018.wav(129.7872340425532%)|yêu người ta thương người ta mà lại để tú anh về hỏi người ta|nhiều người ta thì người ta mà lại để tú anh về hỏi người ta 
tts_lines_part_08_line_01797.wav(41.08527131782946%)|ấy thế là cái mầm phản trắc cái tư tưởng lừa dối đã nhóm lên từ đấy vì em đã trong vòng mấy chục bước đường đem tài trí của chồng ra so sánh với của một khách qua đường  |ấy thế là cái mầm phản trắc cái tư tưởng lừa dối đã nhóm lên từ đấy vì em đã trong vòng mấy chục bước đường đem tài chính của chồng ra so sánh với của một khách qua đường
tts_lines_part_08_line_01798.wav(28.71287128712871%)|sau khi cả hai cùng lĩnh tiền xong rồi thì nhờ lúc bọn con bạc đã giải tán đi nơi khác hai người bỗng ngả mũ chào nhau bắt tay nhau|sau khi cả hai cùng lĩnh tiền xong rồi thì nhờ lúc bọn con bạc đã giải tán đi nơi khác hai người bỗng đã bố chào nhau bắt tay nhau 
tts_lines_part_08_line_01820.wav(30.0%)|ai lấy mà lấy |ai lấy mà lãnh
tts_lines_part_08_line_01822.wav(53.01204819277109%)|em nghe chẳng hiểu gì cả vì thấy nói toàn những cléopâtre orion reine margot pacifique limier vân vân|em nghe chẳng hiểu gì cả vì thấy nói toàn những cờ li a a ri an thì mà rớt ba xi kích lia vân vân    
tts_lines_part_08_line_01824.wav(126.3157894736842%)|mặc kệ cho hai người bàn tán với nhau khuyên bảo lẫn nhau hẹn hò với nhau|mà kể cho hai người bàn tán với nhau khuyên bảo lẫn nhau hẹn hò với nhau 
tts_lines_part_08_line_01826.wav(124.0%)|sành sỏi lão luyện hơn chồng em|anh sỏi lão luyện hơn chồng em 
tts_lines_part_08_line_01832.wav(68.59504132231406%)|chẳng rõ có phải vì trên xe có một người đàn bà đẹp mà người ấy hóa ra ngông ngông vì đà xe chạy trong thành phố mà mở đến số sáu mươi khiến em cứ lo sợ mất mật|chẳng rõ có phải vì trên xe có một người đàn bà đẹp mà người ấy hóa ra ngông ông vì đã xe chạy trong thành phố mà mở đến số sáu mươi khiến em cứ lo sợ mất mật  
tts_lines_part_08_line_01834.wav(131.11111111111111%)|ngồi nhờ xe bác mà về đến nhà mới biết là mình còn sống đây|mỗi nhờ xe bác mà về đến nhà mới biết là mình còn sống đây 
tts_lines_part_08_line_01837.wav(127.58620689655173%)|tuy vậy bao giờ tôi cũng rất cẩn thận|vì vậy bao giờ tôi cũng rất cẩn thận 
tts_lines_part_08_line_01846.wav(47.74193548387097%)|nhờ những lời tiến cử ấy em mới biết rằng tân là con một ông tổng đốc rất giàu có đã sang pháp du học đã có bằng tú tài và chẳng phải làm một nghề gì cả vì ông bố có tại hà nội tới hai mươi nóc nhà cho thuê|nhờ những lời tiến cử ấy em mới biết giảm tân là con một ông tổng đốc rất giàu có đã sang pháp du học đã có bằng tú tài và chẳng phải là một nghề gì cả vì ông bố có tại hà nội tới hai mươi nóc nhà cho thuê 
tts_lines_part_08_line_01878.wav(97.54098360655738%)|tuy bị em đẩy ra chồng em lúc ấy cũng vẫn ngủ say lại nằm co ro trông rất bần tiện mà ngáy to như một anh phu gạo mà rãi rớt ở mồm đương chảy ròng ròng xuống nệm|tuy bị em đẩy ra chồng em lúc ấy cũng vẫn bộ say lại nằm co ro trông rất bần tiện mà ngáy to như một anh phu gạo mà rãi rớt ở mồm đương chảy ròng ròng số điểm   
tts_lines_part_04_line_00003.wav(63.1578947368421%)|cách cư xử và ăn ở của họ trong ấp thật giống với cái đời của những cô ả đào|cách cư xử và ăn ở của họ trong ấp thật sống với cái đời của những cô ả đào 
tts_lines_part_04_line_00005.wav(127.5229357798165%)|cuộc dạ yến ở hà nội nam định hoặc hải phòng của nhà tư bản có mười cô được ông chủ đặt tên cho là phú quý thọ khang ninh nhân nghĩa lễ trí tín |cuộc giá yến ở hà nội nam định hoặc hải phòng của nhà tư bản có mười cô được ông chủ đặt tên cho là phú quý thọ khang ninh nhân nghĩa lễ trí tín
tts_lines_part_04_line_00006.wav(124.5136186770428%)|còn một mụ trạc độ bốn mươi tuổi giám đốc bọn ấy và giữ chìa khóa két trong nhà chi lương cho thợ gặt và gia nhân nghĩa là người được ông điền chủ tin cậy nhất thì vẫn giữ nguyên tên cũ là cô kiểm nguyên xưa cô này đã lấy một ông tây kiểm lâm một đêm ông nghị hách xuống cảng trong một lúc rỗi việc đã đến một khách sạn nọ thuê buồng|còn một mụ trả độ bốn mươi tuổi giám đốc bọn ấy và giữ chìa khóa két trong nhà chi lương cho thợ gặt và gia nhân nghĩa là người được ông điền chủ tin cậy nhất thì vẫn giữ nguyên tên cũ là cô kiểm nguyên xưa cô này đã lấy một ông tây kiểm lâm một đêm ông nghị hách xuống cảng trong một lúc rỗi việc đã đến một khách sạn nọ thuê buồng 
tts_lines_part_04_line_00013.wav(126.3157894736842%)|quan cũng sắp về rồi đấy|con cũng sắp về rồi đánh
tts_lines_part_04_line_00017.wav(106.5217391304348%)|các chị ơi quá ngọ rồi mà quan cũng sắp về rồi dậy đi mau lên|các chị ơi cái mỏ rồi mà quan cũng sắp về rồi dậy đi mau lên 
tts_lines_part_04_line_00019.wav(81.42857142857143%)|còn cô phú cô thọ cô trí thì vẫn uể oải trong chăn với mấy tờ báo mấy cuốn truyện ngôn tình|còn cô phú cô thọ cô trí thì vẫn về an trong chăn với mấy tờ báo mấy cuốn truyện ngôn tình 
tts_lines_part_04_line_00020.wav(57.89473684210527%)|riêng có cô lễ một cô mặt trông ngây thơ có cái vẻ đẹp nâu sồng thì ngồi riêng biệt một cái bàn và đương học e o eo êu êu iu ui|riêng có cô lễ một cô mặt trông ngây thơ có cái vẻ đẹp nâu sồng thì mới xin biệt một cái bàn và đương học e o eo yêu yêu vui   
tts_lines_part_04_line_00023.wav(125.0%)|thưa hai bà lớn cũng không sớm là mấy nữa đâu ạ|thứ hai bà lớn cũng không sớm là mấy nữa đâu ạ 
tts_lines_part_04_line_00033.wav(116.66666666666667%)|chợt có tiếng động cơ xe hơi trước còn văng vẳng sau thấy mỗi phút một rõ dần|chớ có tiếng động cơ xe hơi chứ còn văn bằng sau thấy mỗi phút một rõ dần    
tts_lines_part_04_line_00036.wav(116.66666666666667%)|quan về|còn về 
/media/trung/nvme0n1p4//dataset_ASR/tts/tts_lines_part_04_line_00041.wav
/media/trung/nvme0n1p4//dataset_ASR/tts/tts_lines_part_04_line_00047.wav
tts_lines_part_04_line_00048.wav(25.0%)|cậu tú lên chơi|cậu tú lên trời
tts_lines_part_04_line_00051.wav(25.0%)|cô kiểm trong tay vẫn có chùm chìa khóa đi đầu    |cô kiểm trong tay vẫn có chùm chìa khóa hết đi đâu
tts_lines_part_04_line_00054.wav(23.076923076923077%)|cậu mới lên chơi|cậu mới lên trời
tts_lines_part_04_line_00071.wav(100.0%)|thế|cái
tts_lines_part_04_line_00072.wav(68.96551724137932%)|một câu đáp gắt gỏng cắt lời đon đả ấy|một câu đáp gắt gồm các lời đồn đại   
tts_lines_part_04_line_00077.wav(30.0%)|báo thì thị m   |báo thì thị em ở
tts_lines_part_04_line_00088.wav(21.568627450980394%)|đọc xong thiếu niên lấy khăn tay ra lau mấy giọt mồ hôi trên trán  |đọc xong thiếu niên lấy khăn tay ra lau mấy giọt mồ hôi chiến thắng
tts_lines_part_04_line_00112.wav(66.66666666666666%)|không thưa ông|không cứ ông  
tts_lines_part_04_line_00136.wav(111.11111111111111%)|chương bốn|trên bốn  
tts_lines_part_04_line_00139.wav(129.62962962962962%)|quan là một người đã cao tuổi ở thuộc địa đã trên ba mươi năm đã được lòng dân không phải vì một chính sách giả dối không phải vì những bài diễn văn kêu vang và rỗng tuếch không phải vì đã đem những giọt nước mắt cá sấu ra huyễn hoặc lừa dối dân ngu nhưng chính bởi quan là một bậc hiền nhân quân tử rất ít có ở đời|con là một người đã cao tuổi ở thuộc địa đã trên ba mươi năm đã được lòng dân không phải vì một chính sách giả dối không phải vì những bài diễn văn kêu vang và rỗng tuếch không phải vì đã đem những giọt nước mắt cá sấu ra huyễn hoặc lừa dối dân ngu nhưng chính bởi quan là một bậc hiền nhân quân tử rất ít có ở đời 
tts_lines_part_04_line_00159.wav(73.91304347826086%)|ấy thế là quan viết thư trả lời cái mụ mò cua ấy rằng thưa bà bản chức đã xét đơn của bà rồi |ấy thế là quan viết thư trả lời cái bộ mỏ của anh rằng thưa bà bản chức đã xét đơn của bà rồi
tts_lines_part_04_line_00169.wav(127.27272727272727%)|quan công sứ đặt bút xuống bàn giơ tay đón|còn công sứ đặt bút xuống bàn giơ tay đón 
tts_lines_part_04_line_00172.wav(57.14285714285714%)|ông nghị ngồi đây|ông nghị mới đây 
tts_lines_part_04_line_00182.wav(42.30769230769231%)|quan công sứ bấm cái chuông điện|quan công sứ bấm cái trên điện  
tts_lines_part_04_line_00184.wav(44.44444444444444%)|đem cho tôi khay rượu anis lên nhé |đem cho tôi khay rượu ăn ít lên nhé
tts_lines_part_04_line_00186.wav(94.87179487179486%)|này bồi hôm nay mày để con toby cắn chết mất một con gà sống thiến như thế là tôi không bằng lòng đâu  |này bồi hôm nay mày để con tôi bị cắn chết mất một con gà sống thiến như thế là tôi không bằng lòng đâu
/media/trung/nvme0n1p4//dataset_ASR/tts/tts_lines_part_04_line_00194.wav
tts_lines_part_04_line_00195.wav(100.0%)|vợ tôi yếu lắm ông nghị ạ|và tôi hiểu lắm ông nghĩ 
tts_lines_part_04_line_00206.wav(66.66666666666666%)|bẩm|ba 
tts_lines_part_04_line_00209.wav(28.000000000000004%)|dân họ cũng hiểu cho tôi đấy chứ |dân họ cũng hiểu cho tôi đánh chứ
tts_lines_part_04_line_00216.wav(129.62962962962962%)|quan công sứ gật gù hồi lâu mà rằng|con công sứ gần hồ hồi lâu mà rằng 
tts_lines_part_04_line_00240.wav(65.45454545454545%)|ông nghị cứ yên tâm chính phủ bảo hộ bao giờ cũng có trách nhiệm giữ cuộc trị an bảo toàn tính mệnh và tài sản cho dân trừng trị kẻ phiến loạn|ông nghị cứ yên tâm chính phủ bảo hộ bao giờ cũng có trách nhiệm giữ của chị an bảo toàn tính mệnh và tài sản cho dân trừng trị kẻ phiến loạn 
tts_lines_part_04_line_00243.wav(44.44444444444444%)|chúc ông nghị ngủ ngon|chúc ông nghị mà mang 
tts_lines_part_04_line_00245.wav(87.71929824561403%)|giữa lúc ấy đồng hồ đánh chín tiếng boong boong nghị hách bước xuống thang còn nghe thấy quan công sứ mắng người bồi sao mày không chất củi vào|giữa lúc ấy đồng hồ đánh chín tiếng boong bằng nghị hách bước xuống thang còn nghe thấy quan công sứ mắng người bồi sao mày không chất củi vào 
tts_lines_part_04_line_00251.wav(27.333333333333332%)|lại một người lính bồng súng lên chào cho xe hơi tiến thẳng qua sân vào tới bực đá nghị hách chưa kịp nói gì thì một bác lính đã chạy tọt vào rồi chạy ra bẩm mời quan lớn vào cụ lớn còn thức đấy ạ|lại một người lính bồng súng lên chào cho xe hơi tiến thẳng qua sân vào tới bực đá nghị hách chưa kịp nói gì thì một bác lính đã chạy tọt vào rồi chạy ra bà mời quan lớn vào cụ lớn còn thức đấy ạ 
tts_lines_part_04_line_00252.wav(53.333333333333336%)|lúc nghị hách vào đến phòng khách thì vừa thấy cụ lớn bà vội ngồi dậy tay cầm một cái tráp mà chạy tọt vào nhà trong|lúc nghị hách vào đến phòng khách thì vừa thấy cụ lớn bà vội mỗi giấy tay cả một cái tráp mà chạy tọt vào nhà trong 
tts_lines_part_04_line_00257.wav(120.0%)|quan lớn ngồi chơi|con lớn mọi thời  
tts_lines_part_04_line_00263.wav(127.27272727272727%)|pha trà đi mày|và trả đi mày 
tts_lines_part_04_line_00269.wav(50.0%)|có có |có con
tts_lines_part_04_line_00272.wav(129.16666666666669%)|quan tuần hà vui lòng nữa kia ư|còn tuần hà vui lòng nữa kia ư 
tts_lines_part_04_line_00280.wav(50.0%)|ha ha ha|họ họ hơ
tts_lines_part_04_line_00289.wav(55.769230769230774%)|cái tin mừng như thế không đủ làm cho quan lớn vui lên một chút nhỉ|cái tin mừng như thế không đủ làm cho con lớn vui lên một chút nhỉ 
tts_lines_part_04_line_00296.wav(57.14285714285714%)|để tôi bảo nó được    |để tôi bảo nó hết được
tts_lines_part_04_line_00301.wav(88.23529411764706%)|nó lại không biết là quan lớn sẽ thông gia với em ruột tôi hay sao|nó lại không biết là con lớn sẽ thông gia với em ruột tôi hay sao 
tts_lines_part_04_line_00305.wav(75.0%)|ấy ngồi chơi đã|đấy mời trời đã
tts_lines_part_04_line_00311.wav(63.26530612244898%)|mười phút sau cái xe ấy lên cái dốc cổng tiểu vạn trường thành |mười phút sau cái xe ấy lên cái giúp công tiểu vạn trường thành
